CVEGEO,POBTOT,POBFEM,P_15A49_F,AB,C_MAS,C,C_MENOS,D_MAS,D,E,NSE,NSE_2,VIVIENDAS
2015300010098,"1,056",547,281,3,7,11,13,25,122,93,D,D,274
2015400010023,555,304,132,0,0,4,10,23,90,94,E,E,221
2015400010038,132,74,34,0,0,0,0,6,15,33,E,E,57
2015400010042,74,37,17,0,0,0,0,0,8,10,E,E,21
2015500010020,117,67,30,0,0,0,5,0,22,20,D,D,53
2015500010035,106,58,30,0,0,0,0,0,17,12,D,D,31
2015600010047,"1,346",699,364,9,29,51,45,52,157,62,D,D,405
2015700010025,"2,600","1,374",696,56,116,90,96,88,170,45,D,D,661
2015700010044,"1,625",830,508,54,76,72,83,83,85,26,D,D,479
2015700010059,"2,491","1,317",766,42,76,74,99,103,195,71,D,D,660
2015700010063,"4,537","2,384","1,339",265,332,203,200,127,182,33,C+,C_MAS,1342
2015700010078,"2,480","1,287",741,124,193,125,109,66,111,27,C+,C_MAS,755
2015700010082,"2,911","1,551",846,85,189,154,119,116,153,31,C+,C_MAS,847
2015700010097,55,31,20,3,3,0,4,0,0,0,C-,C_MENOS,14
2015800010022,599,314,168,0,4,4,7,23,65,76,E,E,181
2015900010072,899,476,230,0,0,0,7,11,94,85,D,D,199
2016000010020,202,112,53,0,0,4,8,7,42,31,D,D,93
2016000010035,457,231,118,0,0,0,8,17,78,79,E,E,183
2016000010069,16,8,6,0,0,0,0,0,5,0,D,D,5
2016100010047,57,30,12,0,0,0,0,3,13,5,D,D,24
2016200010025,"1,560",814,416,0,0,0,9,26,145,215,E,E,398
2016200010044,72,33,17,0,0,0,0,0,8,9,E,E,17
2016300010022,771,417,194,6,10,13,20,17,89,97,E,E,252
2016400010015,493,260,126,0,0,3,0,5,44,88,E,E,141
2016400010034,"1,410",775,350,0,0,8,13,24,119,219,E,E,383
2016500010027,959,516,236,0,0,3,5,18,106,149,E,E,283
2016500010050,44,23,12,0,0,0,0,0,3,9,E,E,12
2016600010043,"3,446","1,827",952,21,35,66,90,139,406,180,D,D,937
2016700010021,631,351,189,0,0,3,5,15,71,85,E,E,179
2016800010033,469,246,101,0,3,3,4,15,59,75,E,E,160
2016800010048,341,172,86,0,0,4,9,12,42,36,D,D,103
2016900010026,760,409,172,0,0,0,8,7,87,137,E,E,243
2017000010046,565,291,156,0,0,0,0,5,45,117,E,E,170
2017000010050,370,207,101,0,0,0,0,6,24,109,E,E,141
2017000010065,74,41,20,0,0,0,0,0,9,14,E,E,23
2017100010043,750,397,215,4,4,11,22,27,64,54,D,D,186
2017100010077,504,265,130,4,6,12,14,13,45,26,D,D,120
2017200010021,82,45,15,0,0,6,9,15,22,22,E,D,76
2017300010033,631,319,151,0,0,8,7,23,90,108,E,E,238
2017300010052,238,136,57,0,0,0,6,4,40,61,E,E,112
2017300010067,245,125,55,0,0,0,3,5,49,37,D,D,94
2017300010071,42,22,10,0,0,0,0,0,5,9,E,E,14
2017400010026,"4,179","2,188","1,155",83,116,140,171,148,330,133,D,D,1121
2017500010061,505,258,116,0,0,7,10,12,77,67,D,D,174
2017600010054,206,108,59,0,0,4,10,11,41,29,D,D,98
2017700010117,39,22,10,0,0,0,0,0,8,5,D,D,17
2017700010121,762,275,150,0,5,10,15,21,61,39,D,D,152
2017700010136,420,201,101,0,3,3,5,11,42,49,E,E,114
2017700010189,"1,448",785,393,5,11,25,33,43,208,119,D,D,444
2017700010193,"1,156",627,320,10,26,24,34,41,132,86,D,D,353
2017800010025,520,273,130,5,6,13,12,25,48,20,D,D,129
2017800010044,58,29,11,0,0,0,0,3,7,6,D,D,20
2017800010059,43,22,15,0,0,3,0,0,3,0,D,C,8
2017900010022,175,88,39,0,0,0,6,7,31,14,D,D,59
2017900010037,413,215,104,0,0,5,11,15,63,36,D,D,130
2017900010041,521,259,111,0,3,7,17,24,103,58,D,D,212
2017900010060,19,8,4,0,0,0,0,0,3,0,D,D,5
2018000010023,367,190,83,0,0,12,11,21,60,35,D,D,142
2018000010042,270,129,57,0,0,0,5,6,28,61,E,E,103
2018000010057,617,315,137,0,4,9,8,22,83,90,E,E,216
2018000010061,432,211,87,0,0,0,5,7,63,89,E,E,165
2018100010020,139,78,34,0,0,0,3,9,34,56,E,E,102
2018200010028,929,523,221,0,0,0,3,6,95,139,E,E,246
2018400010018,"2,243","1,182",585,46,86,111,144,128,199,55,D,D,769
2018400010037,"4,579","2,527","1,266",102,200,255,266,335,315,40,D+,D_MAS,1513
2018400010056,"2,513","1,398",658,65,119,135,186,191,184,20,D+,D_MAS,900
2018400010234,"2,896","1,542",815,45,103,114,137,184,273,45,D,D,901
2018400010249,"3,319","1,762",925,27,87,110,163,165,354,108,D,D,1014
2018400010253,"5,567","3,050","1,609",103,188,278,343,430,462,84,D,D,1888
2018400010357,"5,934","3,102","1,707",152,344,356,319,276,317,58,C,C,1822
2018400010361,735,391,187,29,37,58,42,37,56,0,C,C,260
2018400010376,"2,210","1,228",660,31,55,67,89,134,246,60,D,D,682
2018400010380,"2,768","1,492",789,54,97,100,127,146,237,55,D,D,816
2018400010395,"2,177","1,139",614,17,69,82,85,91,225,36,D,D,605
2018400010408,"2,752","1,450",735,31,77,116,128,137,289,71,D,D,849
2018400010412,"1,768",976,529,17,50,78,60,94,158,45,D,D,502
2018400010427,"3,948","2,093","1,130",23,57,100,208,257,428,122,D,D,1195
2018400010431,"1,882","1,004",543,21,40,64,74,97,188,62,D,D,546
2018400010446,"1,725",913,470,28,69,76,70,78,141,56,D,D,518
2018400010450,900,480,250,0,9,9,15,41,133,55,D,D,264
2018400010465,"1,147",604,308,11,33,41,57,71,79,35,D,D,327
2018400010484,"1,454",760,417,9,35,46,66,62,150,54,D,D,422
2018400010499,"1,804",956,547,19,52,70,81,88,160,39,D,D,509
2018400010573,"1,726",906,486,3,12,18,36,51,207,156,D,D,483
2018400010592,"2,463","1,265",667,18,36,58,90,114,254,154,D,D,724
2018400010605,"1,806",964,498,24,59,66,58,82,153,65,D,D,507
2018400010639,"2,511","1,277",671,34,81,112,128,130,214,60,D,D,759
2018400010643,"2,375","1,272",688,29,44,69,95,120,230,123,D,D,710
2018400010658,"3,264","1,552",837,6,34,58,97,126,365,144,D,D,830
2018400010662,"1,227",659,331,10,34,57,83,83,92,11,D,D,370
2018400010677,375,185,98,3,6,14,21,27,38,5,D,D,114
2018400010681,"2,306","1,218",663,33,57,72,100,86,239,77,D,D,664
2018400010696,"2,945","1,611",864,69,141,129,138,121,206,55,D,D,859
2018400010709,"2,132","1,103",576,24,74,64,77,79,213,97,D,D,628
2018400010713,"3,307","1,715",945,8,21,35,82,107,409,209,D,D,871
2018400010728,"3,475","1,842","1,000",4,19,36,68,136,451,208,D,D,922
2018400010732,74,42,22,0,0,0,0,0,12,5,D,D,17
2018400010747,451,245,141,0,0,5,11,13,72,35,D,D,137
2018400010751,"2,211","1,109",643,10,45,58,100,109,255,74,D,D,651
2018400010766,"2,077","1,097",579,6,15,30,51,81,263,166,D,D,612
2018400010770,975,532,291,36,73,48,53,37,32,0,C+,C_MAS,280
2018400010785,921,498,300,0,9,30,37,58,119,19,D,D,272
2018400010802,"3,057","1,628","1,022",105,175,154,191,178,168,11,C-,C_MENOS,982
2018400010817,255,138,96,9,18,20,20,11,13,0,C-,C,91
2018400010821,179,98,52,3,3,7,11,8,26,6,D,D,64
2018400010836,37,20,10,0,0,0,0,3,7,4,D,D,16
2018400010840,144,78,38,0,0,0,3,7,19,12,D,D,45
2018400010855,430,234,138,34,44,22,14,10,10,0,C+,C_MAS,134
2018400010874,57,29,16,5,6,3,0,0,0,0,C+,C_MAS,15
2018400010893,44,23,13,0,0,0,0,0,6,15,E,E,22
2018400010906,73,42,23,0,0,0,0,0,6,9,E,E,19
2018400010910,208,108,68,4,20,14,18,9,8,0,C+,C_MAS,73
2018400010925,288,156,102,9,36,24,13,7,6,0,C+,C_MAS,95
2018400500319,"3,553","1,907","1,005",36,77,111,152,185,388,149,D,D,1098
2018400920520,307,154,78,0,0,5,11,15,46,32,D,D,110
2018400920535,269,137,68,0,0,0,4,11,46,45,D,D,109
2018400920554,639,345,154,0,6,10,14,19,95,66,D,D,210
2018400920569,556,305,155,0,6,11,6,21,97,53,D,D,195
2018400920889,8,3,0,0,0,0,0,0,0,0,E,AB,N/D
2018500010053,849,456,230,11,11,19,12,19,89,67,D,D,228
2018500010068,342,170,81,7,8,10,9,10,31,27,D,D,102
2018500010072,529,281,138,3,4,11,9,18,48,65,E,E,158
2018500010087,595,298,164,4,13,17,15,23,68,32,D,D,172
2018500010091,594,299,148,11,28,24,29,19,51,26,D,D,188
2018500010104,954,531,270,23,30,33,29,42,95,22,D,D,274
2018500010119,48,31,14,0,0,0,4,0,3,0,C-,C_MENOS,14
2018600010065,94,46,18,0,0,0,6,3,14,25,E,E,52
2018700010039,517,276,136,0,0,0,5,18,57,120,E,E,203
2018800010036,"3,060","1,587",734,0,13,15,30,43,307,405,E,E,814
2018800010040,864,443,199,0,0,3,0,4,80,132,E,E,221
2018800010055,"1,287",651,306,0,0,0,4,11,109,197,E,E,326
2018800010074,228,119,53,0,0,0,0,0,13,31,E,E,50
2018900010033,596,297,160,0,0,6,9,21,91,46,D,D,173
2019000010212,"3,351","1,755",887,0,0,6,61,96,353,318,D,D,834
2019000130373,876,484,238,3,10,30,33,34,115,60,D,D,285
2019000130388,"1,105",599,283,6,16,26,29,39,129,75,D,D,320
2019000130405,30,16,8,0,0,0,0,0,0,0,E,AB,5
2019000130424,453,236,121,4,11,14,15,15,63,20,D,D,142
2019000130439,689,372,185,0,0,3,20,23,105,39,D,D,192
2019000130443,425,221,120,0,9,5,10,17,47,34,D,D,122
2019000130458,38,18,14,0,0,0,0,6,3,0,D+,D_MAS,12
2019100010027,110,61,32,0,0,3,5,17,35,24,D,D,85
2019200010024,"1,341",733,372,17,29,49,62,68,146,58,D,D,429
2019200010039,17,9,4,0,0,0,0,0,4,0,D,D,9
2019200010043,37,15,7,0,0,0,0,0,3,3,E,D,10
2019300010021,"1,615",858,399,9,29,35,45,56,163,90,D,D,427
2019300010040,441,229,106,0,5,7,7,12,45,40,D,D,117
2019300010055,562,286,155,3,9,12,17,22,58,29,D,D,150
2019300010074,37,19,14,0,0,0,0,0,5,0,D,D,8
2019400010033,588,301,160,0,3,7,10,37,103,69,D,D,229
2019400010048,485,254,119,0,0,4,17,23,103,54,D,D,202
2019500010045,785,410,139,0,0,0,0,5,74,297,E,E,380
2019600010038,82,45,21,0,0,0,7,10,19,16,D,D,55
2019600010042,125,64,32,0,4,3,6,15,30,11,D,D,69
2019700010016,"2,869","1,448",667,4,13,23,43,68,381,346,D,D,878
2019700010035,38,27,15,0,0,0,0,0,6,5,D,D,14
2019700010069,84,45,25,0,0,0,0,0,11,9,D,D,22
2019800010140,498,251,112,0,4,5,6,11,60,82,E,E,169
2019800010155,681,348,170,0,0,4,13,15,81,89,E,E,204
2019800010210,928,533,227,0,8,10,38,25,119,118,D,D,319
2019800010225,"1,729",943,422,3,16,22,32,43,239,200,D,D,555
2019900010025,26,16,4,0,0,0,0,0,5,20,E,E,27
2019900010044,62,34,14,0,0,0,4,0,11,40,E,E,56
2019900010078,13,6,3,0,0,0,0,0,0,3,E,E,4
2020000010066,805,441,212,0,8,9,8,8,87,119,E,E,241
2020000010070,929,490,218,0,6,6,12,17,93,150,E,E,284
2020000010085,78,43,17,0,0,0,0,0,3,21,E,E,24
2020000010121,38,17,6,0,0,0,0,0,5,6,E,E,11
2020000010136,32,18,7,0,0,0,0,0,0,6,E,E,7
2020100010025,432,229,126,0,0,0,12,14,96,44,D,D,168
2020200010056,"1,363",717,373,0,10,15,32,48,152,97,D,D,356
2020300010053,654,330,174,0,0,0,6,14,76,67,D,D,163
2020300010068,327,162,83,0,0,0,0,4,20,69,E,E,94
2020300010087,18,6,4,0,0,0,0,0,4,0,D,D,5
2020300010091,17,10,6,0,0,0,0,0,0,3,E,E,4
2020400010046,236,134,59,0,0,0,4,11,58,73,E,E,148
2020500010096,314,158,80,0,0,0,0,3,30,47,E,E,80
2020500010109,72,32,12,0,0,0,0,0,6,14,E,E,20
2020600010055,771,387,202,0,14,18,20,29,98,69,D,D,249
2020600010074,13,5,3,0,0,0,0,0,0,0,E,AB,6
2020800010083,207,108,44,0,0,0,5,8,33,30,D,D,81
2020800010098,290,152,78,0,3,3,11,26,70,63,D,D,176
2020800010100,402,227,100,0,0,9,14,14,40,60,E,E,138
2020800010115,42,25,17,0,0,0,3,0,10,8,D,D,24
2020900010023,433,260,117,0,0,0,0,0,29,168,E,E,198
2021000010039,146,80,45,0,0,0,0,8,31,19,D,D,59
2021100010036,531,265,109,0,0,0,0,5,61,94,E,E,161
2021200010033,952,493,238,0,0,4,5,5,68,184,E,E,267
2021300010045,"2,287","1,244",527,0,3,10,23,45,201,190,D,D,472
2021400010057,459,235,113,0,0,7,11,14,100,86,D,D,218
2021400010061,339,166,71,0,3,0,3,12,51,65,E,E,136
2021500010020,462,255,122,0,0,5,13,24,68,49,D,D,162
2021600010028,"1,118",585,280,0,5,3,24,32,184,78,D,D,326
2021700010025,192,103,43,0,0,5,4,5,31,26,D,D,71
2021800010022,440,233,97,0,0,0,0,0,37,125,E,E,163
2021900010034,"1,055",553,241,0,6,12,33,57,144,68,D,D,320
2021900010049,"1,443",748,306,0,6,18,30,43,166,145,D,D,409
2022100010028,273,147,81,0,4,8,5,14,41,50,E,E,124
2022200010025,552,289,139,0,0,3,8,14,96,118,E,E,241
2022300010022,362,206,99,0,0,0,8,20,75,28,D,D,133
2022500010027,927,484,241,0,0,3,8,16,109,134,E,E,270
2022500010031,469,253,128,0,0,0,3,4,55,68,E,E,130
2022500010046,549,276,145,0,0,0,3,6,62,85,E,E,159
2022600010039,"1,506",751,359,0,0,7,25,35,189,208,E,E,466
2022700010017,"1,067",563,332,36,45,45,61,32,58,15,C-,C_MENOS,292
2022700010040,"3,344","1,701",941,48,70,80,115,136,342,105,D,D,896
2022700010055,"3,281","1,729",910,63,94,106,113,121,289,120,D,D,906
2022700010144,304,152,80,3,8,13,17,10,27,5,D,D,83
2022700030089,"2,181","1,141",622,72,117,112,103,71,117,15,D,C_MAS,607
2022700030093,"1,234",643,364,45,63,60,50,41,69,11,D,D,339
2022700030110,737,355,197,15,34,35,35,30,51,10,D,D,210
2022700030125,842,422,258,24,32,31,36,38,75,17,D,D,253
2022800010029,812,392,185,0,0,0,0,3,51,141,E,E,199
2022900010045,"1,437",791,431,0,0,3,0,9,38,231,E,E,281
2023000010027,216,109,43,0,0,0,0,12,46,47,E,E,110
2023000010031,11,5,3,0,0,0,0,0,3,6,E,E,9
2023000010046,71,27,7,0,0,0,0,5,17,11,D,D,33
2023100010039,"2,982","1,558",855,0,0,3,3,15,182,543,E,E,746
2023200010093,"6,110","3,287","1,575",8,27,59,99,149,694,535,D,D,1571
2023300010033,904,522,254,0,5,5,10,25,128,57,D,D,231
2023300010048,743,433,224,0,0,4,4,20,101,70,D,D,200
2023400010026,446,223,93,0,0,4,7,7,51,64,E,E,133
2023500010057,257,142,60,0,0,3,3,18,36,49,E,E,112
2023500010061,84,43,15,0,0,0,6,7,18,19,E,E,52
2023500010076,265,147,61,0,0,0,7,10,53,52,D,D,125
2023600010020,"1,010",561,258,0,0,0,6,11,88,144,E,E,249
2023700010047,171,97,41,0,3,5,11,10,40,19,D,D,89
2023700010051,226,124,45,0,3,7,5,14,34,26,D,D,90
2023700010066,138,78,39,0,4,3,6,15,41,9,D,D,78
2023700010070,190,92,42,0,0,3,8,12,33,13,D,D,70
2023700010102,28,13,5,0,0,0,0,0,5,0,D,D,7
2023800010025,815,424,206,0,0,6,25,33,101,68,D,D,234
2023900010037,21,12,5,0,0,0,0,0,7,6,D,D,13
2023900010041,42,23,10,0,0,0,0,3,7,8,E,E,20
2024000010023,"1,263",704,309,0,0,0,4,5,34,237,E,E,280
2024000010038,28,16,5,0,0,0,0,0,0,5,E,E,5
2024000010042,89,45,21,0,0,0,0,0,9,7,D,D,17
2024100010020,950,527,234,0,5,9,11,33,137,125,D,D,320
2024200010047,"2,871","1,535",598,0,7,15,27,35,251,283,E,E,618
2024300010044,"1,004",540,281,3,7,19,37,47,91,48,D,D,252
2024300010059,36,17,10,0,0,0,0,0,5,0,D,D,10
2024300010063,20,6,6,0,0,0,0,0,0,0,D+,AB,4
2024400010041,714,375,192,4,0,6,13,20,95,77,D,D,217
2024400010056,446,233,127,0,9,13,17,20,42,18,D,D,121
2024400010060,540,289,139,7,11,15,20,25,72,37,D,D,187
2024400010094,24,13,10,0,0,0,0,0,4,7,E,E,12
2024400010107,62,33,19,0,0,0,0,3,7,14,E,E,24
2024400010111,16,10,4,0,0,0,0,0,0,0,D,AB,5
2024600010027,392,200,90,0,0,7,3,15,53,63,E,E,141
2024700010024,454,249,143,6,19,23,26,30,44,9,D,D,157
2024700010039,829,462,244,9,25,54,40,38,67,13,D,D,246
2024800010040,"1,664",842,417,0,0,9,11,19,158,224,E,E,423
2024800010055,"2,041","1,002",502,0,0,0,4,14,176,384,E,E,581
2024800010074,267,142,79,0,0,0,0,6,38,25,D,D,70
2024800010089,78,41,19,0,0,0,0,0,7,6,D,D,13
2024800010093,22,13,6,0,0,0,0,0,0,6,E,E,7
2024800010106,15,7,3,0,0,0,0,0,0,5,E,E,6
2024800010159,64,30,15,0,0,0,0,0,15,0,D,D,17
2024800040110,723,376,193,0,0,0,0,0,43,157,E,E,202
2024800040125,922,456,231,0,0,0,0,6,84,163,E,E,256
2024800040144,710,361,187,0,0,0,0,11,64,114,E,E,191
2024800040163,13,10,5,0,0,0,0,0,0,0,E,AB,3
2024900010029,"2,652","1,426",716,0,8,7,14,28,238,414,E,E,711
2025100010027,588,322,151,0,0,0,0,0,52,100,E,E,154
2025100010031,192,101,48,0,0,0,0,0,19,41,E,E,62
2025100010046,39,25,13,0,0,0,0,0,0,16,E,E,17
2025100010050,26,13,4,0,0,0,0,0,3,11,E,E,14
2025100010065,19,8,6,0,0,0,0,0,5,0,D,D,7
2025100010099,28,18,7,0,0,0,0,0,0,0,D,AB,4
2025100010101,10,6,4,0,0,0,0,0,3,3,E,D,6
2025200010024,696,388,198,0,3,10,10,22,89,91,E,E,227
2025300010021,260,132,50,0,0,3,6,8,36,41,E,E,95
2025300010055,181,94,37,0,0,0,0,0,23,40,E,E,66
2025400010052,866,453,207,0,6,4,27,41,99,79,D,D,256
2025500010045,672,352,173,0,0,0,14,11,70,82,E,E,180
2025600010023,89,45,20,0,0,6,6,6,31,13,D,D,64
2025700010020,506,271,132,0,3,3,7,17,92,101,E,E,223
2025800010032,63,34,12,0,0,6,0,5,15,27,E,E,55
2025800010047,71,31,15,0,0,3,3,3,18,25,E,E,53
2025900010025,"1,142",607,265,0,0,6,12,26,88,149,E,E,282
2025900010044,358,176,73,0,0,0,0,3,23,67,E,E,94
2026000010026,"1,543",836,415,0,3,7,22,33,187,151,D,D,403
2026100010042,625,341,156,0,0,5,0,8,78,88,E,E,182
2026200010035,56,32,15,0,0,3,0,11,32,27,D,D,75
2026300010028,"1,912","1,042",494,0,0,5,17,56,214,233,E,E,528
2026400010025,176,94,49,0,0,0,0,4,36,29,D,D,72
2026500010130,313,152,68,0,0,0,0,3,46,43,D,D,94
2026500010183,957,477,225,0,6,3,7,22,135,153,E,E,326
2026600010091,805,412,214,0,3,11,15,16,115,95,D,D,255
2026700010027,124,66,28,0,0,0,5,6,32,32,E,D,76
2026800010024,864,467,222,3,8,31,39,70,80,30,D,D,261
2026900010021,312,167,90,5,14,20,18,21,19,10,D+,D_MAS,107
2026900010040,126,75,39,0,5,6,8,3,13,5,D,D,41
2026900010055,179,93,53,0,4,11,9,11,31,16,D,D,83
2026900010074,34,21,11,0,0,0,0,3,0,0,D+,D_MAS,11
2026900010089,33,17,8,0,5,3,3,0,8,0,D,D,20
2027000010022,469,248,90,0,0,0,0,7,91,80,D,D,180
2027200010046,"2,033","1,139",554,0,3,12,24,49,170,154,D,D,412
2027200010050,"1,566",883,402,4,10,12,35,36,103,90,D,D,290
2027200010065,392,227,112,0,0,0,0,4,21,52,E,E,78
2027200010084,331,182,100,0,0,0,5,7,32,23,D,D,67
2027300010039,995,524,255,0,0,6,6,36,107,94,D,D,250
2027400010021,362,194,88,0,0,0,0,12,28,46,E,E,90
2027500010052,"1,253",676,339,0,0,0,6,11,118,264,E,E,402
2027500010067,"2,323","1,211",620,0,3,9,14,32,234,356,E,E,648
2027600010026,275,134,56,0,0,3,0,7,37,92,E,E,140
2027700010184,383,196,111,0,3,5,4,10,37,37,E,D,97
2027700010220,509,265,135,0,7,10,13,17,68,45,D,D,161
2027700010235,744,406,199,8,16,26,21,30,82,41,D,D,224
2027800010105,"2,042","1,066",525,25,27,29,60,51,198,151,D,D,541
2027800010124,174,93,47,0,0,0,3,9,12,22,E,E,47
2027800010143,"2,111","1,123",561,14,24,46,52,69,217,150,D,D,572
2027800010158,"2,122","1,110",591,11,31,27,31,49,292,232,D,D,673
2027900010028,"1,735",937,472,0,6,14,38,70,151,130,D,D,410
2028000010048,612,330,156,0,5,25,38,45,153,42,D,D,308
2028000010052,256,135,71,0,3,4,15,21,72,14,D,D,129
2028000010067,121,60,24,0,4,8,7,16,45,12,D,D,92
2028100010026,91,48,22,0,3,3,8,13,36,23,D,D,87
2028200010076,504,246,114,0,0,0,5,13,70,105,E,E,194
2028300010035,158,82,36,0,0,0,4,5,44,41,D,D,95
2028300010054,47,23,12,0,0,0,0,4,16,10,D,D,31
2028400010032,"1,341",734,344,0,0,0,7,28,133,116,D,D,286
2028400010047,"1,637",918,414,0,0,0,7,28,212,126,D,D,375
2028400010051,12,6,3,0,0,0,0,0,0,5,E,E,5
2028500010044,488,232,125,0,0,0,0,4,55,77,E,E,140
2028500010059,761,411,201,0,5,12,15,19,92,102,E,E,246
2028500010063,718,375,191,0,4,7,8,23,79,85,E,E,208
2028500010078,39,24,9,0,0,0,0,0,3,9,E,E,12
2028500010133,18,9,4,0,0,0,0,0,0,0,D,AB,3
2028600010022,20,12,6,0,0,0,0,3,0,0,D+,D_MAS,9
2028600010037,747,394,186,0,8,12,17,22,110,104,D,D,275
2028600010041,495,279,121,0,4,6,8,17,74,82,E,E,192
2028600010060,19,12,3,0,0,0,0,0,0,0,E,AB,5
2028700010034,81,46,18,0,0,5,0,11,12,9,D,D,40
2028700010049,45,23,9,0,0,0,3,5,12,11,D,D,34
2028800010027,398,219,113,0,0,0,4,6,65,63,D,D,139
2028900010024,806,423,194,0,0,0,6,14,110,140,E,E,271
2029000010025,747,384,171,0,0,3,10,26,100,76,D,D,217
2029100010056,659,346,147,0,0,5,6,14,99,106,E,E,231
2029200010034,247,122,60,0,0,0,5,7,31,18,D,D,61
2029300010031,"2,129","1,135",605,37,65,58,80,101,206,91,D,D,638
2029300010046,361,181,95,0,10,8,11,15,41,21,D,D,107
2029300010050,"1,050",524,305,35,39,32,47,43,70,42,D,D,308
2029300010065,720,364,201,39,60,47,41,25,27,5,C+,C_MAS,244
2029300010120,34,16,11,0,0,0,0,0,4,0,D,D,10
2029300010135,72,35,18,0,0,0,0,3,8,5,D,D,19
2029300030084,532,297,145,10,19,13,19,17,43,14,D,D,135
2029300030099,"1,101",619,366,35,91,68,56,32,46,11,C+,C_MAS,339
2029300030101,"1,669",916,556,30,95,101,109,92,108,10,C-,C_MENOS,545
2029300030116,"3,794","2,064","1,287",71,224,302,229,186,172,9,C,C,1193
2029400010043,964,505,257,21,17,27,36,49,90,34,D,D,274
2029400010058,"1,059",558,294,9,18,20,32,27,119,48,D,D,273
2029400010062,921,482,222,7,15,15,31,43,95,38,D,D,244
2029400010077,"1,690",886,423,30,40,59,63,67,156,63,D,D,478
2029400010081,"1,326",709,336,26,33,66,40,50,111,37,D,D,363
2029500010040,"1,672",876,415,30,59,65,90,65,133,43,D,D,485
2029500010055,"1,086",596,307,17,36,31,39,37,107,47,D,D,314
2029500010074,"4,166","2,203","1,124",41,101,110,143,178,371,147,D,D,1091
2029500010093,46,22,14,0,0,0,0,4,0,0,D+,D_MAS,13
2029600010048,94,53,19,0,4,4,5,7,29,10,D,D,61
2029600010052,119,59,18,0,0,4,4,9,46,22,D,D,86
2029600010067,23,10,5,0,0,0,0,0,4,0,D,D,7
2029700010030,179,101,67,0,0,5,4,4,20,16,D,D,49
2029800010061,"2,132","1,132",558,13,21,42,44,60,260,123,D,D,563
2029800010076,"2,867","1,553",801,14,45,75,89,112,297,114,D,D,746
2029800010080,"2,269","1,176",573,12,16,22,44,69,297,166,D,D,626
2029800010095,"1,914",994,521,22,44,30,62,61,200,115,D,D,534
2029800010108,86,49,28,0,0,0,0,5,16,11,D,D,32
2029800010112,10,6,3,0,0,0,0,0,3,0,D,D,4
2029900010020,"1,029",532,267,0,0,19,29,58,138,76,D,D,321
2030000010042,"1,179",642,307,5,27,29,31,39,110,118,E,E,359
2030000010057,945,515,260,0,3,10,11,26,110,124,E,E,284
2030000010061,"1,001",521,275,0,0,0,7,23,141,107,D,D,282
2030000010076,940,501,256,3,7,6,15,37,122,98,D,D,288
2030000010080,517,267,137,0,0,0,3,6,50,80,E,E,141
2030000010108,120,69,37,0,0,3,0,11,8,4,D+,D_MAS,29
2030000010112,12,10,5,0,0,0,0,0,0,0,E,AB,6
2030100010035,583,315,142,3,8,12,16,19,66,60,D,D,184
2030200010028,"1,186",645,329,0,0,4,0,12,79,190,E,E,287
2030200010032,373,208,109,0,3,3,3,8,28,55,E,E,101
2030200010047,"1,147",621,319,0,0,4,3,11,83,177,E,E,278
2030300010025,500,272,109,0,0,7,8,23,96,73,D,D,207
2030300010044,45,22,12,0,0,0,0,3,7,0,D,D,15
2030400010022,156,92,40,0,0,0,0,7,37,23,D,D,68
2030500010034,"1,957","1,029",496,11,32,46,64,87,274,137,D,D,651
2030500010049,930,499,220,10,23,32,55,33,108,68,D,D,329
2030500010053,708,370,197,4,15,28,29,38,100,41,D,D,255
2030500010068,221,111,60,5,10,10,10,7,19,11,D,D,72
2030500010072,84,47,30,0,4,3,5,6,9,3,D,D,30
2030500010087,46,20,15,0,0,0,3,4,3,0,D+,D_MAS,14
2030500010091,20,13,10,0,3,0,0,0,6,0,D,D,16
2030500010104,72,40,24,0,3,0,3,6,7,0,D,D,22
2030500010119,24,15,9,0,4,0,0,0,4,0,D,C_MAS,12
2030600010031,704,374,192,0,0,0,3,8,82,67,D,D,162
2030700010113,881,447,211,0,0,10,15,31,134,97,D,D,288
2030700010128,925,482,217,0,0,11,18,34,140,151,E,E,357
2030700010132,97,57,23,0,0,0,0,0,22,23,E,E,45
2030700010166,100,46,23,0,0,0,0,3,15,13,D,D,33
2030700010170,37,21,8,0,0,0,0,0,4,13,E,E,17
2030800010021,"3,190","1,627",854,4,21,27,65,104,368,256,D,D,845
2030900010033,"2,006","1,072",476,0,4,10,22,24,147,344,E,E,552
2030900010048,"1,318",692,310,0,4,16,21,24,108,232,E,E,405
2030900010052,42,19,10,0,0,0,0,0,5,5,E,D,10
2031100010031,343,184,58,0,0,0,0,0,43,108,E,E,154
2031200010039,"1,875","1,030",426,0,5,5,15,32,177,234,E,E,470
2031200010058,174,89,42,0,0,0,0,3,25,7,D,D,40
2031200010062,17,10,5,0,0,0,0,0,3,3,E,D,6
2031200010077,950,509,216,0,3,9,12,27,124,80,D,D,257
2031200010081,"1,264",672,279,0,0,4,8,19,152,133,D,D,317
2031300010021,658,349,142,0,0,0,6,16,92,145,E,E,261
2031400010033,"1,105",577,304,0,4,15,27,39,162,72,D,D,319
2031400010048,286,147,82,0,0,3,4,9,44,23,D,D,83
2031500010026,"1,829",997,463,0,0,8,19,41,220,200,D,D,490
2031600010038,452,244,124,0,0,5,9,14,65,76,E,E,171
